district,46,5
facility_type,63,5
job,7949,8419
facility_type,23,1
facility_type,67,11
facility_type,69,11
facility_type,66,11
facility_type,65,11
facility_type,64,11
facility_type,12,11
facility_type,68,11
facility_type,49,18
facility_type,54,18
facility_type,53,18
facility_type,28,18
facility_type,36,18
facility_type,48,18
facility_type,50,18
facility_type,52,18
facility_type,56,18
facility_type,43,18
facility_type,39,18
facility_type,38,18
facility_type,42,18
facility_type,40,18
facility_type,55,18
facility_type,51,18
facility_type,47,18
facility_type,44,18
facility_type,41,18
facility_type,35,18
facility_type,46,18
facility_type,37,18
facility_type,45,18
facility_type,57,2
facility_type,31,27
facility_type,30,4
facility_type,14,6
facility_type,16,6
facility_type,15,6
facility_type,17,6
facility_type,13,6
facility_type,10,6
facility_type,21,6
facility_type,34,6
facility_type,19,6
facility_type,29,9
facility_type,59,9
facility_type,62,9
facility_type,60,9
facility_type,61,9
facility_type,32,9
facility,5591,5614
facility,5603,5616
facility,5592,5622
facility,5593,5631
facility,5602,5633
facility,5594,5636
facility,5596,5640
facility,5595,5642
facility,5597,5646
facility,5598,5653
facility,5599,5656
facility,5600,5657
facility,5590,5666
facility,5601,5672
job,9224,10079
job,8870,10079
job,8893,10079
job,9233,10079
job,9235,10079
job,9236,replace_9236
job,9226,replace_9226
job,9227,replace_9227
job,9241,replace_9241
job,9231,replace_9231
job,9230,replace_9230
job,9225,replace_9225
job,9239,replace_9239
job,9240,replace_9240
job,7997,replace_9205
job,7949,9178
job,8495,8515
job,8102,pk8102
job,9113,replace_9113
job,9115,replace_9115
job,13,replace_13
job,8062,replace_8062
job,9205,replace_9205
job,8059,replace_8059
job,8508,replace_8508
job,8053,replace_8053
job,8511,replace_8511
job,8041,replace_8041
job,9168,replace_9168
job,8972,replace_8972
job,9214,replace_9214
job,8096,replace_8096
job,7940,replace_7940
job,9042,replace_9042
job,Q2,replace_Q2
job,7978,replace_7978
job,8162,replace_8162
job,5662,replace_5662
job,434,replace_434
job,9169,replace_9169
job,32,replace_32
job,33,replace_33
job,8025,replace_8025
job,8095,replace_8095
job,8356,replace_8356
job,8028,replace_8028
job,9219,replace_9219
job,8521,replace_8521
job,6736,replace_6736
job,43,replace_43
job,8349,44
job,8490,replace_8490
job,8953,replace_8953
job,8082,replace_8082
job,8054,replace_8054
job,9132,replace_9132
job,8930,replace_8930
job,8942,replace_8942
job,52,replace_52
job,8160,replace_8160
job,8393,replace_8393
job,9207,replace_9207
job,59,replace_59
job,9208,replace_9208
job,61,replace_61
job,8142,replace_8142
job,8995,replace_8995
job,62,replace_62
job,SC1,replace_6
job,7943,replace_7943
job,8821,replace_8821
job,8545,replace_8545
job,72,replace_72
job,9193,replace_9193
job,80,replace_80
job,8922,replace_8922
job,81,replace_81
job,8361,replace_8361
job,8051,replace_8051
job,9134,replace_9134
job,9135,replace_9135
job,8159,replace_8159
job,8759,replace_8759
job,8021,replace_8021
job,9009,replace_9009
job,86,replace_9009
job,88,replace_88
job,8056,replace_8056
job,8559,replace_8559
job,8560,replace_8560
job,8977,replace_8977
job,8976,replace_8976
job,8975,replace_8975
job,8978,replace_8978
job,5657,replace_5657
job,8429,replace_8429
job,102,replace_102
job,8566,8761
job,347,replace_347
job,8970,replace_8970
job,9192,replace_9192
job,9211,replace_9211
job,8118,replace_8118
job,8114,replace_8114
job,8117,replace_8117
job,8107,replace_8107
job,8888,replace_8888
job,8798,replace_8798
job,8115,replace_8115
job,8066,replace_8066
job,8788,replace_8788
job,126,replace_126
job,8484,replace_8484
job,8851,replace_8851
job,9220,replace_9220
job,8106,replace_8106
job,128,replace_128
job,129,replace_129
job,130,replace_130
job,8583,replace_8583
job,131,replace_131
job,8584,replace_8584
job,8807,replace_8807
job,8391,replace_8391
job,8855,replace_8855
job,9196,replace_9196
job,9141,replace_9141
job,7963,replace_7963
job,7965,replace_7965
job,8588,replace_8588
job,7896,replace_7896
job,8871,replace_8871
job,8077,replace_8077
job,8086,replace_8086
job,149,replace_149
job,7981,replace_7981
job,9143,replace_9143
job,9175,replace_9175
job,8351,replace_8351
job,9172,replace_9172
job,9157,replace_9157
job,8044,replace_8044
job,7986,replace_7986
job,7895,replace_7895
job,162,replace_162
job,163,replace_163
job,165,replace_165
job,5664,replace_5664
job,8015,replace_8015
job,9185,replace_9185
job,5654,replace_5654
job,8360,replace_8360
job,7914,replace_7914
job,8614,replace_8614
job,8897,replace_8897
job,8331,replace_8331
job,7969,replace_7969
job,9186,replace_9186
job,7995,replace_7995
job,9176,replace_9176
job,8161,replace_8161
job,9149,replace_9149
job,7891,replace_7891
job,9150,replace_9150
job,9109,replace_9109
job,9188,replace_9188
job,203,replace_203
job,8442,replace_8442
job,208,replace_208
job,212,8675
job,8928,replace_8928
job,8643,replace_8643
job,8644,replace_8644
job,8767,replace_8767
job,56,replace_56
job,8136,replace_8136
job,8831,replace_8831
job,8881,replace_8881
job,226,replace_226
job,8482,replace_8482
job,8103,replace_8103
job,7952,replace_7952
job,8651,replace_8651
job,6735,replace_6735
job,482,replace_482
job,8018,replace_8018
job,8805,replace_8805
job,8859,replace_8859
job,9138,replace_9138
job,8071,replace_8071
job,272,replace_272
job,277,replace_277
job,278,replace_278
job,450,replace_450
job,441,replace_441
job,446,replace_446
job,8130,replace_8130
job,9052,replace_9052
job,283,replace_283
job,9203,replace_9203
job,276,replace_276
job,394,replace_394
job,8127,replace_8127
job,8121,replace_8121
job,9222,replace_9222
job,9047,replace_9047
job,8689,replace_8689
job,9182,replace_9182
job,8338,replace_8338
job,8158,replace_8158
job,8696,replace_8696
job,9112,replace_9112
job,9114,replace_9114
job,324,replace_324
job,8700,replace_8700
job,331,replace_331
job,332,replace_332
job,RF3,replace_RF3
job,330,replace_330
job,8119,replace_8119
job,8974,replace_8974
job,8721,replace_8721
job,8716,replace_8716
job,8860,replace_8860
job,8720,replace_8720
job,7948,replace_7948
job,VR4,replace_VR4
job,353,replace_353
job,8920,replace_8920
job,9108,replace_9108
job,58,replace_58
job,8392,replace_8392
job,8334,replace_8334
job,5665,replace_5665
job,7968,replace_7968
job,7992,replace_7992
job,8899,replace_8899
job,398,replace_398
job,400,replace_400
job,445,replace_445
job,447,replace_447
job,9116,replace_9116
job,8083,replace_8083
job,414,replace_414
job,415,replace_415
job,417,replace_417
job,419,replace_419
job,420,replace_420
job,5666,replace_5666
job,421,replace_421
job,9223,replace_9223
job,8385,replace_8385
job,7901,replace_7901
job,8812,replace_8812
job,8933,replace_8933
job,426,8705
job,8827,replace_8827
job,8340,replace_8350
job,8962,replace_8962
job,8350,replace_8350
job,327,replace_327
job,9167,replace_9167
job,9180,replace_437
job,8029,replace_8029
job,7916,replace_7916
job,8801,replace_8801
job,8792,replace_8792
job,9184,replace_9184
job,9,replace_9
job,8146,replace_8146
job,368,replace_368
job,8460,replace_8460
job,461,replace_461
job,7993,replace_7993
job,292,replace_292
job,9228,9228
job,9237,9237
job,9224,10079
job,9233,10079
job,9235,10079
job,9236,replace_9236
job,9232,9232
job,9226,replace_9226
job,9227,replace_9227
job,9241,replace_9241
job,9240,replace_9240
job,9234,9234
job,9231,replace_9231
job,9230,replace_9230
job,9225,replace_9225
job,9239,replace_9239
job,9229,9229
job,9238,9238
