district,46,5
facility_type,63,5
job,9260,replace_9260
job,9262,replace_9262
job,9263,replace_9263
job,9259,replace_9259
job,9255,replace_9133
job,9258,replace_9258
job,9256,replace_19256
job,9261,replace_19258
department,29,42
facility,5631,5611
facility,5633,5612
facility,5638,5615
facility,5629,5618
facility,5640,5619
facility,5635,5634
facility,5632,5641
facility,5626,5647
facility,5630,5650
facility,5641,5651
facility,5627,5658
facility,5636,5661
facility,5643,5668
facility,5642,5670
facility,5644,5674
facility,5639,5675
facility,5628,5676
facility,5637,5681
facility,5634,5682
facility_type,64,18
